id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
11966667,Duplex Con Terraza Propia en Villa Crespo,16884308,Lucas,,Villa Crespo,-34.59667,-58.42829,Entire home/apt,2724,4,11,2019-08-21,0.29,1,179
11968323,Modern and exclusive apartment! Great Location!,4435039,Natty,,San Nicolas,-34.60007,-58.37868,Entire home/apt,1419,7,5,2018-08-02,0.31,1,0
11974167,Excelente ubicación - alegre - sol,63012694,Maria Ines,,Monserrat,-34.61014,-58.38885,Entire home/apt,341,2,1,2016-04-01,0.02,1,0
11976863,Luxury Apartment Recoleta,63746380,Marta Elena,,Recoleta,-34.59007,-58.39979,Entire home/apt,3292,3,24,2018-05-12,0.57,3,65
11980440,4/6PAX AMAZING  FARE & TERRACE 2/3 BDRS,53553099,Graciela,,Recoleta,-34.5889,-58.38948,Entire home/apt,12771,3,0,,,10,363
11980756,Recoleta Special Opportunity,16000925,Kristoffer,,Recoleta,-34.58669,-58.40596,Entire home/apt,2554,60,0,,,26,365
11989718,Tango house 2 room,58504859,Rodrigo,,Almagro,-34.6011,-58.41505,Entire home/apt,1249,3,4,2019-08-02,0.11,5,77
12001507,Beautiful bedroom in Belgrano Town,60492921,Rodrigo,,Belgrano,-34.55954,-58.46309,Private room,170,1,0,,,1,0
12005672,"Luz, silencio, verde.",64204860,Marcel,,Recoleta,-34.5934,-58.39884,Private room,681,2,70,2019-09-06,1.66,1,362
12005697,Dto cálido y tranquilo y céntrico,9835630,Soledad,,Caballito,-34.62226,-58.4389,Private room,4995,1,0,,,1,365
12006037,Private and cozy Studio in the heart of Palermo,53160133,Fernanda,,Palermo,-34.57906,-58.42228,Entire home/apt,1135,3,6,2019-05-25,0.35,1,275
12006054,Departamento calle Uruguay,64208853,Guadalupe,,Recoleta,-34.59417,-58.38753,Entire home/apt,9252,3,1,2019-03-31,0.17,1,365
12008885,Ideal  hasta 2 personas Belgrano R,64230861,Maria Elena,,Belgrano,-34.56576,-58.46359,Private room,397,2,53,2019-09-16,1.42,2,163
12012707,Luxury Apartment Prime Location,2567375,Jose Luis,,Puerto Madero,-34.61591,-58.36129,Entire home/apt,10728,1,0,,,1,0
12022533,The best location the city,32196157,Valeria,,Retiro,-34.59697,-58.38051,Private room,1703,3,0,,,1,0
12027638,Departamento en San Telmo. Excelente ubicación.,64367637,Anita,,San Telmo,-34.61884,-58.37193,Entire home/apt,2214,1,7,2017-06-30,0.20,1,202
12034642,DPTO. EN EL CORAZON DE SAN TELMO,10246115,Flor,,San Telmo,-34.62111,-58.36883,Entire home/apt,1816,3,52,2019-05-03,1.23,1,169
12038144,"Casa abierta y amigable, luminosa.",64428422,Maria Rosa,,Almagro,-34.60156,-58.42325,Private room,1022,3,0,,,1,0
12043917,Soho Point Deluxe,1409800,Mariano,,Palermo,-34.58972,-58.42782,Hotel room,3973,1,20,2019-01-04,0.47,33,361
12044037,Soho Point deluxe,1409800,Mariano,,Palermo,-34.59095,-58.42915,Hotel room,3973,1,2,2018-12-16,0.06,33,342
12051994,Habitación privada en departamento,64457880,Marcelo Martin,,Palermo,-34.57376,-58.43269,Private room,1249,2,3,2018-04-26,0.10,2,88
12052395,SUITE & STUDIO EN PALERMO IMPECABLE,46450962,Ariel,,Palermo,-34.5956,-58.42183,Entire home/apt,1703,3,4,2018-11-21,0.27,2,277
12053163,Monoambiente en recolecta,310531,Soledad,,Recoleta,-34.59392,-58.41002,Entire home/apt,1419,7,0,,,2,327
12054802,Big room w/ private bathroom in San Telmo,1446658,Gino,,Monserrat,-34.61532,-58.37698,Private room,1022,4,20,2018-08-17,0.50,1,0
12056573,Big Room in a lovely House close to Palermo,15477925,Gonzalo,,Chacarita,-34.58689,-58.45407,Private room,624,20,0,,,4,190
12056810,Palermo Hollywood Double Bed & POOL,19089701,Michael (And Camila),,Palermo,-34.58393,-58.44304,Private room,1703,1,6,2017-05-01,0.15,1,365
12057142,Modern Studio in Palermo,64582704,Florencia,,Palermo,-34.59642,-58.4217,Entire home/apt,1419,3,11,2019-02-02,0.32,2,364
12062431,Palermo Soho 2 guests great view close to subway,1482817,Lorena,,Palermo,-34.58544,-58.43164,Entire home/apt,1476,3,14,2019-06-05,0.36,42,226
12065702,Habitación en Palermo/Colegiales,27155583,Barbara,,Chacarita,-34.58651,-58.4427,Private room,1419,1,0,,,3,364
12081093,"ESPECTACULAR!! LOFT DE 80M2, EN OFF INCREÍBLE⭐⭐⭐⭐⭐",15709876,Sergio,,Recoleta,-34.59628,-58.40847,Entire home/apt,4541,4,2,2019-03-04,0.05,10,365
12086713,Nice double room Palermo Hollywood,60965901,Víctor,,Palermo,-34.58126,-58.43475,Private room,1305,1,9,2016-11-18,0.21,3,266
12086867,"Bedroom, in-suite bath in cosy house with kitchen",56199556,Thibaud,,Boedo,-34.62886,-58.41287,Private room,1873,3,6,2019-01-10,0.15,4,359
12086927,Relax in a traditional house Bs As,60965901,Víctor,,Palermo,-34.5818,-58.43487,Private room,2554,1,0,,,3,266
12090936,Apartment in a quiet Palermo's traditional area,64810576,Manfredo,,Palermo,-34.59313,-58.41573,Entire home/apt,1192,6,12,2017-07-30,0.31,1,287
12092277,Habitación Privada en Palermo. Increíble ubicación,64818384,Andrea,,Palermo,-34.58151,-58.42099,Private room,624,2,47,2019-02-22,1.13,2,339
12106881,MONOAMBIENTE PERON,64913483,Gustavo Daniel,,Almagro,-34.60631,-58.41914,Private room,1476,3,0,,,2,9
12107585,Studio in Palermo/Nice&cozy terrace,48337423,Mauricio Y Vero,,Palermo,-34.58915,-58.42255,Entire home/apt,2043,2,115,2019-08-25,2.72,1,347
12107733,Lovely 1 BR apartment in Recoleta,42514336,Javier,,Recoleta,-34.59107,-58.39415,Entire home/apt,1816,7,2,2017-12-20,0.08,2,331
12108548,Monoambiente moderno en Las Cañitas,64932336,Barbara,,Palermo,-34.57241,-58.43358,Entire home/apt,1703,3,0,,,1,0
12111153,Luxury apartment-Premium Recoleta 4 Bedrooms,2810875,Teresa,,Retiro,-34.59101,-58.38607,Entire home/apt,22704,4,8,2018-07-28,0.26,1,87
12111154,departamento en centro de la ciudad,56913238,Beatriz,,Monserrat,-34.61175,-58.38091,Entire home/apt,1987,3,2,2019-07-26,0.14,1,363
12121451,Departamento luminoso con excelente vista en torre,58633007,Julio,,Parque Patricios,-34.6308,-58.40648,Entire home/apt,795,2,6,2019-08-11,0.84,1,11
12126287,Habitación en corazón de San telmo,65064611,Paula,,San Telmo,-34.61897,-58.37192,Private room,397,2,0,,,1,0
12128753,Zona arbolada /accesotransp publico,64230861,Maria Elena,,Belgrano,-34.56779,-58.46208,Private room,284,3,25,2019-09-10,0.61,2,328
12129323,Sunny 3 bedroom apartment. Palermo,373629,Daniel,,Palermo,-34.58157,-58.44102,Entire home/apt,5676,180,0,,,17,365
12131164,Design & Modern Loft in Palermo,62394448,Atempo,,Palermo,-34.58244,-58.44102,Entire home/apt,6244,4,16,2017-07-02,0.40,4,365
12132412,New Studio Apartment at the heart of PALERMO! 6.7,32101897,Rodolfo Y Narella,,Palermo,-34.59398,-58.42432,Entire home/apt,3406,1,32,2019-09-08,0.78,13,361
12135482,Private single bedroom in Recoleta,65132002,Julian,,Recoleta,-34.58703,-58.38641,Private room,341,1,2,2016-04-28,0.05,1,0
12145366,Super nice private bedroom in BA,34659205,Carla,,Palermo,-34.59192,-58.41432,Private room,2838,1,0,,,1,90
12151694,Central close to eth 4 guests BA,1482817,Lorena,,San Nicolas,-34.59876,-58.37356,Entire home/apt,5676,2,0,,,42,365
12155526,Hab. Privada - Sentite como en casa,16659834,Gabriel,,Colegiales,-34.57225,-58.44393,Private room,1249,1,0,,,1,0
12173563,Cute Lil' Studio in Prime Location in Palermo!,107517,Priscila,,Palermo,-34.58488,-58.4262,Entire home/apt,1873,2,79,2019-09-12,2.36,1,352
12174926,Charming flat in Palermo Soho,45393405,Euge,,Palermo,-34.58593,-58.42271,Entire home/apt,681,3,57,2019-05-11,1.39,2,354
12183468,LUMINOSO Y COMODO,37137640,Julieta,,Colegiales,-34.57167,-58.45016,Entire home/apt,568,1,2,2016-09-06,0.05,1,0
12186216,APART GYM POOL SAUNA LAUNDRY,65489058,Silvia,,Almagro,-34.60703,-58.42426,Entire home/apt,1816,2,7,2019-01-22,0.28,1,364
12187108,LuminosoLoft c/ terraza en Palermo,3620319,Flor,,Palermo,-34.58141,-58.42665,Entire home/apt,3406,3,3,2018-08-25,0.21,1,263
12187542,Oportunidad en Palermo. 2 ambientes soleados.,5695953,Urban Places,,Palermo,-34.59625,-58.4169,Entire home/apt,1305,20,7,2019-08-24,0.39,6,108
12189772,Palermo buenos aires subway 4 guest,1482817,Lorena,,Palermo,-34.58592,-58.41885,Entire home/apt,2554,4,1,2019-07-30,0.53,42,365
12189877,"Modern Apart ,Madero, w/pool,17th fl +Gym",12415332,Rodolfo,,San Telmo,-34.61704,-58.36761,Entire home/apt,4257,3,23,2019-09-06,0.66,7,0
12191489,Belgrano Suite 6 stars / Self Check-in,59887275,Rene Adrian,,Belgrano,-34.55956,-58.46629,Entire home/apt,1249,2,10,2019-08-26,0.25,7,86
12210922,Mono ambiente amplio y luminos,50375887,Emi,,Almagro,-34.59969,-58.42631,Entire home/apt,284,1,0,,,1,0
12211927,COZY LOFT with JACUZZI. GREAT PLACE FULLY EQUIPPED,65683233,Adriana,,Balvanera,-34.60082,-58.39895,Entire home/apt,2043,1,0,,,1,171
12218587,Great duplex in Palermo!!!,530261,Luciano,,Palermo,-34.57756,-58.43168,Entire home/apt,6811,3,19,2019-06-11,0.45,26,332
12221205,Palermo SOHO - Plaza Serrano,19637246,Julien & Sol,,Palermo,-34.58552,-58.4279,Entire home/apt,1987,1,165,2019-08-31,3.99,34,302
12222669,New Apartment Buenos Aires Downtown,65743005,Christian,,San Nicolas,-34.60553,-58.38366,Entire home/apt,1987,3,146,2019-09-13,3.52,2,73
12224327,Palermo - Lovely Studio Apartment,9161236,Tristan,,Palermo,-34.58187,-58.4068,Entire home/apt,2157,3,1,2016-11-08,0.03,1,364
12224473,Cálido departamento para viajeros,65760716,Ana Lia,,Almagro,-34.60394,-58.41429,Entire home/apt,1987,3,4,2018-07-29,0.11,1,343
12227239,Palermo Bright,16000925,Kristoffer,,Palermo,-34.59242,-58.41547,Entire home/apt,3122,7,0,,,26,365
12228389,La casa de justo,65788950,Petit Hotel,,Monserrat,-34.61092,-58.38849,Entire home/apt,14077,1,48,2019-09-01,1.16,2,321
12229103,Studio Apartment Great Located @Obelisco-Downtown,46588108,Cesar,,San Nicolas,-34.60741,-58.38096,Entire home/apt,1135,1,24,2019-08-18,0.57,1,353
12229786,"Charming apartment, in Reoleta.",26381199,María Pia,,Recoleta,-34.59598,-58.38755,Entire home/apt,624,3,54,2019-08-30,1.29,1,155
12230609,"Classy Apart, Madero, w/pool, 13th fl. + Gym",12415332,Rodolfo,,Puerto Madero,-34.616,-58.36666,Entire home/apt,3235,3,21,2019-07-24,0.61,7,26
12230682,Ideal apartment in Palermo!,12044370,Ornella,,Palermo,-34.58379,-58.41953,Entire home/apt,1703,2,29,2019-04-20,0.71,1,167
12231438,INCREIBLE MONOAMBIENTE PALERMO SOHO,65810785,Pabli,,Palermo,-34.59154,-58.42625,Entire home/apt,2838,3,76,2019-09-13,2.17,2,354
12232522,Familia alquila habitacion single,55273165,Luis,,Constitucion,-34.62027,-58.37911,Private room,397,5,27,2019-04-28,0.76,2,346
12245114,Studio en Palermo Botánico,65908357,Christian,,Palermo,-34.58521,-58.42066,Entire home/apt,795,5,134,2019-09-15,3.22,2,118
12245482,moderno Studio con piscina,56978034,Mariana,,Palermo,-34.57484,-58.43898,Entire home/apt,2270,3,15,2019-04-23,0.40,10,358
12246083,Amazing and bright apartment !!,19581599,Sarah,,Palermo,-34.58571,-58.42971,Entire home/apt,1703,10,10,2019-05-31,0.28,1,363
12249290,"Dpto Buenos Aires, a 15’ de Aeroparque, Núñez",65939264,Lorena,,Nuñez,-34.53661,-58.46676,Entire home/apt,3973,2,0,,,3,90
12249402,Espacio ideal para disfrutar  BsAs,65939757,Raquel,,Palermo,-34.57691,-58.43431,Entire home/apt,2157,1,0,,,1,0
12249690,La Casita de San Telmo,2556830,Pablo,,San Telmo,-34.62412,-58.3706,Private room,1419,5,40,2018-11-30,0.97,4,145
12249783,Lovely home in the heart of Palermo,8556610,Ana Laura Sofia,,Palermo,-34.57922,-58.4349,Entire home/apt,1873,60,0,,,1,266
12250535,"Cosy Studio, great location!",20035129,Martin,,Palermo,-34.56602,-58.44156,Entire home/apt,1419,2,19,2018-07-30,0.47,1,344
12252959,LOVELY - FIRST BREAKFAST INCLUDED - POOL+GYM+SAUNA,52581549,Carolina,,Palermo,-34.59175,-58.42831,Hotel room,3122,3,66,2019-09-17,1.58,3,313
12253352,"Habitacion privada, zona Palermo",49495774,Gaston,,Palermo,-34.59292,-58.41682,Private room,1022,1,1,2017-09-04,0.04,1,275
12263176,BYBLOS Palermo Soho Executive,66041997,Lucas,,Palermo,-34.59195,-58.42587,Entire home/apt,4427,1,42,2019-02-24,1.02,2,6
12265639,Casa Humboldt-Multiespacio/ Palermo,66060472,Leonardo,,Palermo,-34.58744,-58.43676,Shared room,1022,3,11,2018-12-12,0.26,3,364
12266273,"Excellent Apartment in Cañitas, best Area",15466789,Juan,,Palermo,-34.57165,-58.43072,Entire home/apt,5108,7,0,,,51,365
12269215,Se ofrece Habitación Privada Amplia,65908217,Luz,,San Cristobal,-34.62464,-58.40309,Private room,227,1,0,,,1,0
12270722,"Casa Reina, habitacion en Palermo 2",62424978,Flor Y Max,,Villa Crespo,-34.59147,-58.43496,Private room,397,1,130,2019-03-12,3.10,11,76
12271684,Apartment in Downtown Buenos Aires,51847042,Rocío,,Retiro,-34.59447,-58.37925,Entire home/apt,5676,5,0,,,1,0
12272466,Nice Appartment in Recoleta,15466789,Juan,,Recoleta,-34.59284,-58.40099,Entire home/apt,5676,7,0,,,51,363
12272656,Great appartment Palermo Soho,15466789,Juan,,Palermo,-34.59326,-58.41523,Entire home/apt,5676,1,0,,,51,365
12273226,Excelente Monoambiente en Palermo Soho,4031755,Clau,,Palermo,-34.58707,-58.42961,Entire home/apt,1533,3,21,2019-09-15,2.93,1,307
12273478,Private Room Excelent Location2blocks metro,41521104,Silvia,,Almagro,-34.61985,-58.42689,Private room,851,1,89,2019-09-08,2.30,2,358
12279139,#Hermosa Habitación Zona Villa Crespo#,23856483,Sebastian,,Villa Crespo,-34.59708,-58.43449,Private room,1135,1,13,2018-03-08,0.33,2,365
12284480,Belgrano Apart /luxury to brandnew - Self Check-in,59887275,Rene Adrian,,Belgrano,-34.55913,-58.46507,Entire home/apt,1873,3,18,2018-09-08,0.44,7,60
12286211,Cosy Bedroom in the Heart of Tango,21574465,Salvador,,Almagro,-34.60629,-58.41593,Private room,1760,2,0,,,2,0
12297752,Cálido y agradable espacio,14475574,Florencia,,Villa Ortuzar,-34.5811,-58.47269,Private room,681,1,7,2019-06-11,0.44,1,162
12300897,Studio in the heart of Recoleta,17976471,Olga,,Recoleta,-34.5873,-58.38757,Entire home/apt,2441,14,7,2016-12-11,0.20,1,266
12301586,Cozy Sunny Studio in Recoleta !! Perfect Location!,66321807,Juan Marcos,,Recoleta,-34.59461,-58.39202,Entire home/apt,1589,2,11,2017-03-01,0.28,1,0
12302114,Studio in Palermo,6407179,Josefina,,Palermo,-34.58341,-58.40397,Entire home/apt,1419,5,1,2018-12-16,0.11,7,364
12302625,Beautiful Apartment in Palermo Soho,62406351,Camila,,Palermo,-34.5836,-58.42574,Entire home/apt,2384,3,17,2019-07-11,0.40,3,350
12303845,Nice big room with private bathroom,66187532,Ingrid,,Parque Chas,-34.58464,-58.48074,Private room,908,3,12,2019-07-25,0.29,2,364
12303916,EXCELLENT LOFT IN PALERMO.,1089590,Carolina,,Palermo,-34.57295,-58.4223,Entire home/apt,5676,3,20,2017-06-17,0.49,1,115
12305745,Cool Apartment in Palermo Hollywood,15466789,Juan,,Palermo,-34.57848,-58.43903,Entire home/apt,5676,7,0,,,51,365
12306686,Luxury duplex Palermo Hollywwod,24715479,Gwenole,,Palermo,-34.58145,-58.43297,Entire home/apt,7038,1,2,2018-11-18,0.05,25,365
12310483,Depto 2 amb c/Patio en Av Rivadavia,66389538,Soledad,,Caballito,-34.62563,-58.45289,Entire home/apt,1476,90,0,,,1,363
12312562,Categoría en Recoleta,66408771,Maria,,Recoleta,-34.59093,-58.38953,Entire home/apt,6811,3,7,2018-09-08,0.19,1,180
12325109,Cozy place at Flores Neighbourhood,56590183,Adrianny,,Flores,-34.6253,-58.46658,Private room,851,1,5,2017-05-16,0.12,1,364
12325571,Departamento Premium Nuñez 90 m2,51690247,Javier,,Nuñez,-34.54909,-58.45649,Entire home/apt,7663,6,0,,,1,358
12339085,Mucho sol y gran balcón en Palermo,66599713,Fernando Luis,,Palermo,-34.58124,-58.41377,Entire home/apt,3406,2,63,2019-09-09,1.72,1,331
12341230,Comfortably equiped v good located apartment,66625856,Gabriel,,Recoleta,-34.59532,-58.39841,Entire home/apt,2270,5,1,2018-08-28,0.08,1,363
12341658,Renovado a nuevo! Excelente calidad,66629509,"Estefania, Andrea Y Martina",,Recoleta,-34.58871,-58.40387,Entire home/apt,2838,2,17,2019-04-21,0.41,1,0
12342429,ZONA BELGRANO,66634284,Manuel,,Belgrano,-34.55662,-58.46057,Entire home/apt,2838,7,2,2018-12-27,0.13,2,363
12343084,Gorgeous apartment Palermo Uno,20487997,Blas & Belen,,Palermo,-34.58137,-58.42317,Entire home/apt,1135,2,61,2019-09-17,1.69,1,75
12343515,Depto Recoleta 2 amb. y 1/2. ¡Excelente ubicación!,49211202,Santiago,,Recoleta,-34.59756,-58.39438,Entire home/apt,1646,3,8,2019-02-22,0.38,4,213
12346148,Cozy Millennial Studio,13615822,Gimena,,Recoleta,-34.59438,-58.40794,Entire home/apt,624,90,8,2018-02-28,0.19,1,365
12346290,Habitación cómoda con familia calida y buena onda!,65624276,Raul,,Colegiales,-34.57583,-58.45219,Private room,795,1,0,,,1,0
12355477,MONOAMBIENTE EN BUENOS AIRES (sin $ extra!),41311698,Analia,,Retiro,-34.59738,-58.37727,Entire home/apt,1646,1,268,2019-09-06,6.47,3,348
12356135,Sunny home in the heart of chic Palermo!,7162154,Magdalena,,Palermo,-34.58062,-58.41168,Entire home/apt,2838,3,12,2019-08-31,1.09,2,20
12357498,Private room. Vista increíble al Parque Las Heras,25428407,Agustina,,Palermo,-34.58375,-58.40646,Private room,511,2,21,2018-11-21,0.54,1,0
12364664,Nice and cozy single bedroom,20982260,Ines,,Recoleta,-34.59943,-58.39086,Private room,1249,2,7,2018-08-04,0.18,1,352
12367937,Sunny & cosy apartment in Palermo- Pza Guemes,55406569,Santiago,,Palermo,-34.58895,-58.41784,Entire home/apt,1135,1,5,2019-04-22,0.41,1,360
12368615,Recoleta/Palermo-2 Bedrm/2 Bath Apt,66829366,Jorge,,Recoleta,-34.59243,-58.40915,Entire home/apt,8798,5,0,,,1,362
12377303,6/8PAX 3/4 BR DOWNTOWN-RECOLETA BALCONY,53553099,Graciela,,Recoleta,-34.58678,-58.38855,Entire home/apt,13339,3,5,2019-02-17,0.34,10,363
12379464,"Hermosa Habitación antigua en San Cristóbal,",66906038,Manuel,,San Cristobal,-34.62622,-58.39282,Private room,511,1,4,2019-07-27,0.30,2,365
12382018,"CASA REINA, habitacion en Palermo 3",62424978,Flor Y Max,,Villa Crespo,-34.59306,-58.43335,Private room,341,1,124,2019-09-16,2.99,11,61
12382767,Great studio view Pool Palermo Soho,24715479,Gwenole,,Palermo,-34.58208,-58.42478,Entire home/apt,4541,1,1,2016-04-25,0.02,25,365
12404981,Ik Studio plaza San Martin recoleta,3166647,Federico,,Retiro,-34.59221,-58.37929,Entire home/apt,2554,6,4,2019-01-31,0.12,24,180
12405088,Studio plaza San Martin 7 recoleta,3166647,Federico,,Retiro,-34.59363,-58.37865,Entire home/apt,1987,7,3,2017-11-17,0.11,24,180
12406072,Excellent apartment in BELGRANO!,67086449,Rodrigo,,Belgrano,-34.56656,-58.45422,Entire home/apt,2838,2,16,2019-09-15,0.50,13,165
12406386,Beautifully Furnished Studio,67090049,Beatrice,,Monserrat,-34.61557,-58.37186,Entire home/apt,2214,6,19,2019-01-09,0.45,1,113
12406451,"DoubleBed or 2 singles, small room w/window & fan",3381459,NattyDiffi,,Villa Crespo,-34.59461,-58.44461,Private room,1419,3,69,2019-02-11,1.74,3,365
12406605,Beatiuful Apartment in Nuñez,66509363,Lucía,,Nuñez,-34.54913,-58.45515,Entire home/apt,3689,4,0,,,1,364
12407085,Room in flat shared!,4191868,Piso Compartido Buenos Aires,,Monserrat,-34.61577,-58.38038,Private room,1078,21,3,2018-03-31,0.09,10,365
12407416,Double shared room in City Centre!,4191868,Piso Compartido Buenos Aires,,Monserrat,-34.61573,-58.38029,Shared room,1135,15,1,2018-12-04,0.10,10,364
12407459,DEPARTAMENTO Honduras,10744749,Maria,,Palermo,-34.59091,-58.42827,Entire home/apt,1249,1,19,2019-02-11,1.03,1,364
